STATION,NAME,DATE,TMAX,TMIN
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/13/11,40,27
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/14/11,44,31
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/15/11,43,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/16/11,48,41
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/17/11,50,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/18/11,47,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/19/11,47,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/20/11,46,40
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/21/11,45,27
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/22/11,42,23
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/23/11,46,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/24/11,51,40
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/25/11,55,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/26/11,46,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/27/11,52,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/28/11,54,49
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/29/11,50,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/30/11,49,38
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/31/11,44,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/1/12,48,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/2/12,59,33
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/3/12,57,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/4/12,60,49
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/5/12,50,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/6/12,43,35
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/7/12,41,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/8/12,46,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/9/12,53,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/10/12,46,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/11/12,42,28
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/12/12,44,27
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/13/12,39,22
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/14/12,42,30
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/15/12,35,23
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/16/12,36,29
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/17/12,35,10
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/18/12,19,12
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/19/12,23,17
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/20/12,50,21
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/21/12,52,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/22/12,47,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/23/12,47,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/24/12,52,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/25/12,49,41
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/26/12,48,30
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/27/12,43,29
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/28/12,53,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/29/12,49,40
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/30/12,48,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/31/12,50,45
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/1/12,49,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/2/12,59,33
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/3/12,72,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/4/12,63,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/5/12,67,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/6/12,71,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/7/12,60,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/8/12,55,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/9/12,49,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/10/12,57,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/11/12,52,45
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/12/12,47,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/13/12,49,33
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/14/12,45,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/15/12,46,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/16/12,44,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/17/12,52,40
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/18/12,55,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/19/12,44,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/20/12,48,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/21/12,49,41
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/22/12,52,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/23/12,47,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/24/12,46,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/25/12,45,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/26/12,41,30
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/27/12,41,25
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/29/12,45,28
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/1/12,43,29
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/2/12,44,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/3/12,50,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/4/12,49,45
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/5/12,46,33
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/6/12,43,30
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/7/12,45,26
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/8/12,51,30
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/9/12,49,40
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/10/12,48,41
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/11/12,47,38
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/12/12,47,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/13/12,43,33
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/14/12,47,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/15/12,56,41
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/16/12,49,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/17/12,47,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/18/12,44,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/19/12,47,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/20/12,47,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/21/12,49,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/22/12,50,29
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/23/12,54,30
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/24/12,60,31
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/25/12,57,31
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/26/12,49,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/27/12,60,40
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/28/12,53,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/29/12,50,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/30/12,50,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/31/12,45,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/1/12,50,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/2/12,61,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/3/12,55,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/4/12,51,30
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/5/12,50,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/6/12,52,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/7/12,59,30
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/8/12,68,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/9/12,64,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/10/12,61,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/11/12,52,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/12/12,61,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/13/12,57,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/14/12,58,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/15/12,59,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/16/12,54,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/17/12,51,38
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/18/12,56,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/19/12,58,38
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/20/12,57,40
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/21/12,62,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/22/12,71,45
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/23/12,65,45
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/24/12,57,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/25/12,65,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/26/12,54,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/27/12,57,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/28/12,58,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/29/12,60,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/30/12,55,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/1/12,53,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/2/12,55,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/3/12,51,45
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/4/12,56,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/5/12,54,41
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/6/12,62,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/7/12,71,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/8/12,59,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/9/12,56,40
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/10/12,57,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/11/12,62,33
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/12/12,73,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/13/12,74,40
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/14/12,74,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/15/12,70,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/16/12,65,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/17/12,62,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/18/12,59,45
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/19/12,65,38
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/20/12,62,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/21/12,60,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/22/12,57,49
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/23/12,57,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/24/12,62,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/25/12,73,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/26/12,74,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/27/12,64,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/28/12,62,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/29/12,59,49
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/30/12,61,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/31/12,60,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/1/12,63,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/2/12,61,51
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/3/12,58,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/4/12,56,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/5/12,57,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/6/12,60,41
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/7/12,61,48
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/8/12,62,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/9/12,62,45
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/10/12,63,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/11/12,73,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/12/12,62,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/13/12,62,51
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/14/12,60,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/15/12,68,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/16/12,64,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/17/12,64,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/18/12,60,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/19/12,64,48
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/20/12,71,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/21/12,71,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/22/12,60,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/23/12,66,49
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/24/12,66,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/25/12,67,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/26/12,61,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/27/12,70,49
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/28/12,72,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/29/12,72,59
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/30/12,64,58
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/1/12,65,51
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/2/12,59,51
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/3/12,64,51
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/4/12,67,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/5/12,73,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/6/12,73,48
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/7/12,76,49
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/8/12,80,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/9/12,68,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/10/12,67,55
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/11/12,76,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/12/12,73,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/13/12,71,58
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/14/12,74,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/15/12,66,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/16/12,76,58
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/17/12,77,57
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/18/12,66,58
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/19/12,77,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/20/12,65,58
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/21/12,71,59
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/22/12,62,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/23/12,61,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/24/12,69,55
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/25/12,75,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/26/12,71,57
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/27/12,66,55
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/28/12,69,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/29/12,69,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/30/12,67,57
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/31/12,71,57
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/1/12,66,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/2/12,71,57
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/3/12,78,51
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/4/12,85,55
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/5/12,85,59
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/6/12,70,60
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/7/12,67,58
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/8/12,71,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/9/12,75,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/10/12,73,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/11/12,78,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/12/12,80,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/13/12,76,61
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/14/12,74,58
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/15/12,89,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/16/12,85,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/17/12,88,55
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/18/12,66,58
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/19/12,69,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/20/12,74,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/21/12,65,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/22/12,67,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/23/12,67,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/24/12,69,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/25/12,75,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/26/12,68,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/27/12,73,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/28/12,69,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/29/12,69,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/30/12,71,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/31/12,68,49
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/1/12,68,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/2/12,67,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/3/12,69,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/4/12,71,49
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/5/12,70,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/6/12,82,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/7/12,79,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/8/12,82,49
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/9/12,66,57
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/10/12,64,48
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/11/12,64,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/12/12,70,38
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/13/12,75,41
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/14/12,72,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/15/12,70,49
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/16/12,72,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/17/12,77,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/18/12,75,48
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/19/12,70,49
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/20/12,71,45
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/21/12,61,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/22/12,64,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/23/12,66,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/24/12,64,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/25/12,64,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/26/12,65,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/27/12,71,41
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/28/12,68,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/29/12,64,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/30/12,65,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",10/1/12,68,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",10/2/12,61,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",10/3/12,68,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",10/4/12,70,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",10/5/12,72,33
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",10/6/12,68,35
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",10/7/12,70,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",10/8/12,67,38
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",10/9/12,54,40
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",10/10/12,51,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",10/11/12,53,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",10/12/12,57,49
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",10/13/12,61,55
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",10/14/12,64,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",10/15/12,62,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",10/16/12,57,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",10/17/12,56,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",10/18/12,57,47
