STATION,NAME,DATE,TMAX,TMIN
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/11/05,46,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/12/05,47,41
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/13/05,46,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/14/05,48,31
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/15/05,42,30
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/16/05,46,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/17/05,51,35
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/18/05,52,33
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/19/05,53,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/20/05,47,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/21/05,49,31
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/22/05,47,29
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/23/05,40,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/24/05,50,30
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/25/05,50,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/26/05,45,30
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/27/05,43,27
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/28/05,40,23
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/29/05,39,31
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",11/30/05,35,29
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/1/05,34,29
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/2/05,33,26
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/3/05,36,24
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/4/05,39,23
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/5/05,43,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/6/05,41,29
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/7/05,38,28
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/8/05,41,25
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/9/05,42,26
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/10/05,47,28
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/11/05,39,25
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/12/05,41,33
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/13/05,43,28
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/14/05,40,24
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/15/05,41,24
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/16/05,42,22
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/17/05,45,21
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/18/05,45,19
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/19/05,44,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/20/05,56,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/21/05,60,48
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/22/05,57,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/23/05,55,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/24/05,62,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/25/05,57,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/26/05,55,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/27/05,51,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/28/05,51,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/29/05,49,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/30/05,47,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",12/31/05,49,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/1/06,53,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/2/06,50,38
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/3/06,45,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/4/06,52,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/5/06,61,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/6/06,54,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/7/06,52,41
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/8/06,49,38
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/9/06,48,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/10/06,52,41
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/11/06,47,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/12/06,50,41
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/13/06,50,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/14/06,46,35
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/15/06,44,35
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/16/06,50,38
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/17/06,51,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/18/06,47,38
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/19/06,45,38
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/20/06,44,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/21/06,45,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/22/06,48,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/23/06,49,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/24/06,52,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/25/06,55,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/26/06,45,40
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/27/06,44,40
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/28/06,46,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/29/06,49,38
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/30/06,50,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",1/31/06,46,40
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/1/06,48,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/2/06,49,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/3/06,58,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/4/06,56,41
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/5/06,43,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/6/06,49,33
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/7/06,52,31
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/8/06,49,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/9/06,50,30
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/10/06,55,31
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/11/06,52,26
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/12/06,51,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/13/06,47,40
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/14/06,44,28
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/15/06,44,30
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/16/06,40,30
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/17/06,37,26
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/18/06,43,27
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/19/06,42,20
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/20/06,41,23
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/21/06,42,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/22/06,47,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/23/06,42,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/24/06,42,27
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/25/06,38,28
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/26/06,52,33
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/27/06,54,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",2/28/06,44,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/1/06,55,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/2/06,53,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/3/06,50,28
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/4/06,52,35
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/5/06,54,35
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/6/06,55,45
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/7/06,51,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/8/06,44,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/9/06,44,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/10/06,47,30
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/11/06,52,26
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/12/06,50,25
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/13/06,51,28
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/14/06,51,38
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/15/06,48,38
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/16/06,50,35
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/17/06,49,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/18/06,48,31
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/19/06,55,26
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/20/06,58,28
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/21/06,53,40
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/22/06,53,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/23/06,61,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/24/06,55,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/25/06,52,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/26/06,49,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/27/06,60,38
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/28/06,51,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/29/06,53,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/30/06,58,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",3/31/06,58,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/1/06,48,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/2/06,62,35
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/3/06,61,38
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/4/06,56,38
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/5/06,57,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/6/06,56,40
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/7/06,63,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/8/06,56,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/9/06,50,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/10/06,56,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/11/06,58,35
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/12/06,55,45
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/13/06,49,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/14/06,49,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/15/06,47,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/16/06,53,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/17/06,55,35
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/18/06,56,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/19/06,57,41
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/20/06,54,45
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/21/06,52,35
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/22/06,58,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/23/06,70,31
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/24/06,68,36
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/25/06,60,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/26/06,50,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/27/06,60,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/28/06,66,42
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/29/06,52,41
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",4/30/06,55,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/1/06,55,41
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/2/06,58,33
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/3/06,66,32
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/4/06,70,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/5/06,66,41
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/6/06,55,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/7/06,58,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/8/06,55,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/9/06,59,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/10/06,65,39
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/11/06,57,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/12/06,56,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/13/06,61,35
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/14/06,68,34
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/15/06,77,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/16/06,75,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/17/06,72,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/18/06,72,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/19/06,62,48
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/20/06,60,51
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/21/06,67,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/22/06,58,49
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/23/06,63,45
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/24/06,66,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/25/06,64,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/26/06,59,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/27/06,59,51
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/28/06,58,51
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/29/06,61,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/30/06,68,40
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",5/31/06,75,45
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/1/06,68,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/2/06,67,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/3/06,69,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/4/06,59,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/5/06,68,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/6/06,71,45
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/7/06,66,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/8/06,57,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/9/06,64,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/10/06,66,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/11/06,71,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/12/06,74,48
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/13/06,65,57
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/14/06,63,55
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/15/06,67,55
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/16/06,69,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/17/06,65,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/18/06,66,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/19/06,65,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/20/06,66,48
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/21/06,67,48
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/22/06,66,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/23/06,72,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/24/06,78,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/25/06,83,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/26/06,82,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/27/06,75,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/28/06,71,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/29/06,75,0
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",6/30/06,81,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/1/06,73,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/2/06,80,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/3/06,66,55
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/4/06,68,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/5/06,62,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/6/06,63,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/7/06,73,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/8/06,80,48
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/9/06,72,57
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/10/06,66,55
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/11/06,67,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/12/06,62,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/13/06,65,55
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/14/06,72,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/15/06,71,51
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/16/06,74,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/17/06,66,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/18/06,71,51
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/19/06,70,48
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/20/06,81,49
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/21/06,88,57
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/22/06,85,64
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/23/06,84,61
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/24/06,82,62
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/25/06,68,58
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/26/06,72,57
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/27/06,76,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/28/06,66,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/29/06,66,55
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/30/06,66,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",7/31/06,69,46
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/1/06,68,55
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/2/06,70,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/3/06,71,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/4/06,74,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/5/06,78,48
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/6/06,78,55
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/7/06,71,55
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/8/06,66,57
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/9/06,68,56
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/10/06,67,55
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/11/06,64,51
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/12/06,71,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/13/06,75,48
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/14/06,77,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/15/06,69,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/16/06,67,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/17/06,64,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/18/06,75,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/19/06,74,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/20/06,79,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/21/06,74,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/22/06,65,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/23/06,64,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/24/06,67,51
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/25/06,76,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/26/06,76,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/27/06,78,51
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/28/06,75,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/29/06,66,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/30/06,66,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",8/31/06,69,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/1/06,81,43
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/2/06,84,45
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/3/06,79,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/4/06,68,54
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/5/06,74,55
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/6/06,74,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/7/06,67,52
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/8/06,66,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/9/06,63,51
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/10/06,68,47
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/11/06,73,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/12/06,70,53
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/13/06,58,50
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/14/06,57,44
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/15/06,63,37
USW00024217,"BELLINGHAM INTERNATIONAL AIRPORT, WA US",9/16/06,63,40
